order_id,inserted_at,updated_at,item_name,price_nok,category_name,customization_key,customization_value,price_increment_nok,constant_price
0cmbl2ghjh9pbu1,2025-09-10 06:44:17.762Z,2025-09-10 06:44:18.074Z,Varm Sjokolade m/krem,10,Varm drikke,Annet,Klippekort,0,0
0cmbl2ghjh9pbu1,2025-09-10 06:44:17.762Z,2025-09-10 06:44:18.074Z,Varm Sjokolade m/krem,10,Varm drikke,Kopp,Plastikkopp ,10,1
f70f3ikneb7qkat,2025-09-10 06:44:48.995Z,2025-09-10 06:44:49.291Z,Espresso,10,Varm drikke,Kopp,Liten,10,1
jyrvsyitymt0p48,2025-09-10 06:44:48.996Z,2025-09-10 06:44:49.289Z,Chai Latte,10,Varm drikke,Kopp,Egen,0,1
n8hghmdgxkpqvrr,2025-09-10 06:45:22.691Z,2025-09-10 06:45:23.015Z,Chai Latte,10,Varm drikke,Ekstra,Sirup,5,1
n8hghmdgxkpqvrr,2025-09-10 06:45:22.691Z,2025-09-10 06:45:23.015Z,Chai Latte,10,Varm drikke,Kopp,Egen,0,1
94nwkntts76blg1,2025-09-10 06:46:25.140Z,2025-09-10 06:46:25.440Z,Varm sjokolade u/krem,10,Varm drikke,Ekstra,Krem,5,1
94nwkntts76blg1,2025-09-10 06:46:25.140Z,2025-09-10 06:46:25.440Z,Varm sjokolade u/krem,10,Varm drikke,Kopp,Plastikkopp ,10,1
lf3ydm89dun4itm,2025-09-10 06:51:23.721Z,2025-09-10 06:51:24.030Z,Chai Latte,10,Varm drikke,Ekstra,Espresso,5,1
f7on3a8hkhknma2,2025-09-10 07:18:15.187Z,2025-09-10 07:18:15.481Z,Latte,10,Varm drikke,Melk,Havre,0,1
71qtxwi7crj3xui,2025-09-10 07:18:36.079Z,2025-09-10 07:18:36.367Z,Latte,10,Varm drikke,Smak,Salt karamell,0,1
3r43echqme1s3nn,2025-09-10 07:19:03.776Z,2025-09-10 07:19:04.118Z,Islatte,10,Kald drikke,Melk,Havre,0,1
9m1f93lkxk7hrcp,2025-09-10 07:19:27.653Z,2025-09-10 07:19:27.958Z,Islatte,10,Kald drikke,Smak,Vanilje,0,1
camdg03wm5hi5iq,2025-09-10 07:20:28.076Z,2025-09-10 07:20:28.367Z,Islatte,10,Kald drikke,Smak,Salt karamell,0,1
z9ho8o39dghcuu4,2025-09-10 07:21:38.502Z,2025-09-10 07:21:38.810Z,Latte,10,Varm drikke,Ekstra,Espresso,5,1
dahhaozs70li8rp,2025-09-10 07:22:15.418Z,2025-09-10 07:22:15.746Z,Latte,10,Varm drikke,Smak,Salt karamell,0,1
o52nrev6kaf36z0,2025-09-10 07:22:43.580Z,2025-09-10 07:22:43.929Z,Islatte,10,Kald drikke,Smak,Salt karamell,0,1
o52nrev6kaf36z0,2025-09-10 07:22:43.580Z,2025-09-10 07:22:43.929Z,Islatte,10,Kald drikke,Annet,Klippekort,0,0
pocv0bvbfjcig6o,2025-09-10 07:23:19.536Z,2025-09-10 07:23:19.899Z,Mocca,10,Varm drikke,Annet,Klippekort,0,0
pocv0bvbfjcig6o,2025-09-10 07:23:19.536Z,2025-09-10 07:23:19.899Z,Mocca,10,Varm drikke,Melk,Laktosefri,0,1
u2f726bq5wofe5w,2025-09-10 07:23:19.537Z,2025-09-10 07:23:19.911Z,Mocca,10,Varm drikke,Kopp,Stor,20,1
3ow4xt6vs5s6792,2025-09-10 07:23:57.716Z,2025-09-10 07:23:58.029Z,Islatte,10,Kald drikke,Ekstra,Espresso,5,1
3ow4xt6vs5s6792,2025-09-10 07:23:57.716Z,2025-09-10 07:23:58.029Z,Islatte,10,Kald drikke,Melk,Havre,0,1
